#Date    MJD          VIS?  PAnom   PArange
19-09-15 58741.000000 False ------- ---------------- 
19-09-16 58742.000000 False ------- ---------------- 
19-09-17 58743.000000 False ------- ---------------- 
19-09-18 58744.000000 False ------- ---------------- 
19-09-19 58745.000000 False ------- ---------------- 
19-09-20 58746.000000 False ------- ---------------- 
19-09-21 58747.000000 False ------- ---------------- 
19-09-22 58748.000000 False ------- ---------------- 
19-09-23 58749.000000 False ------- ---------------- 
19-09-24 58750.000000 False ------- ---------------- 
19-09-25 58751.000000 False ------- ---------------- 
19-09-26 58752.000000 False ------- ---------------- 
19-09-27 58753.000000 False ------- ---------------- 
19-09-28 58754.000000 False ------- ---------------- 
19-09-29 58755.000000 False ------- ---------------- 
19-09-30 58756.000000 True  276.170 271.014--281.327 
19-10-01 58757.000000 True  275.991 270.834--281.148 
19-10-02 58758.000000 True  275.812 270.656--280.969 
19-10-03 58759.000000 True  275.634 270.477--280.790 
19-10-04 58760.000000 True  275.455 270.299--280.612 
19-10-05 58761.000000 True  275.277 270.121--280.434 
19-10-06 58762.000000 True  275.099 269.942--280.256 
19-10-07 58763.000000 True  274.921 269.764--280.077 
19-10-08 58764.000000 True  274.742 269.585--279.899 
19-10-09 58765.000000 True  274.563 269.406--279.720 
19-10-10 58766.000000 True  274.384 269.227--279.540 
19-10-11 58767.000000 True  274.204 269.047--279.360 
19-10-12 58768.000000 True  274.023 268.867--279.180 
19-10-13 58769.000000 True  273.842 268.685--278.999 
19-10-14 58770.000000 True  273.660 268.503--278.817 
19-10-15 58771.000000 True  273.477 268.206--278.748 
19-10-16 58772.000000 True  273.293 268.022--278.564 
19-10-17 58773.000000 True  273.108 267.836--278.379 
19-10-18 58774.000000 True  272.921 267.650--278.192 
19-10-19 58775.000000 True  272.733 267.462--278.004 
19-10-20 58776.000000 True  272.544 267.273--277.815 
19-10-21 58777.000000 True  272.353 266.967--277.738 
19-10-22 58778.000000 True  272.160 266.774--277.545 
19-10-23 58779.000000 True  271.965 266.579--277.351 
19-10-24 58780.000000 True  271.768 266.382--277.154 
19-10-25 58781.000000 True  271.569 266.068--277.069 
19-10-26 58782.000000 True  271.367 265.867--276.867 
19-10-27 58783.000000 True  271.163 265.662--276.663 
19-10-28 58784.000000 True  270.956 265.341--276.571 
19-10-29 58785.000000 True  270.746 265.131--276.361 
19-10-30 58786.000000 True  270.533 264.918--276.148 
19-10-31 58787.000000 True  270.317 264.588--276.047 
19-11-01 58788.000000 True  270.098 264.368--275.827 
19-11-02 58789.000000 True  269.875 264.030--275.719 
19-11-03 58790.000000 True  269.647 263.803--275.492 
19-11-04 58791.000000 True  269.416 263.457--275.375 
19-11-05 58792.000000 True  269.180 263.222--275.139 
19-11-06 58793.000000 True  268.940 262.867--275.013 
19-11-07 58794.000000 True  268.694 262.621--274.768 
19-11-08 58795.000000 True  268.444 262.256--274.632 
19-11-09 58796.000000 True  268.188 262.000--274.376 
19-11-10 58797.000000 True  267.925 261.623--274.228 
19-11-11 58798.000000 True  267.657 261.240--274.074 
19-11-12 58799.000000 True  267.382 260.965--273.799 
19-11-13 58800.000000 True  267.099 260.568--273.631 
19-11-14 58801.000000 True  266.810 260.163--273.456 
19-11-15 58802.000000 True  266.512 259.751--273.273 
19-11-16 58803.000000 True  266.205 259.330--273.081 
19-11-17 58804.000000 True  265.890 259.014--272.765 
19-11-18 58805.000000 True  265.564 258.574--272.555 
19-11-19 58806.000000 True  265.229 258.124--272.333 
19-11-20 58807.000000 True  264.882 257.663--272.101 
19-11-21 58808.000000 False ------- ---------------- 
19-11-22 58809.000000 False ------- ---------------- 
19-11-23 58810.000000 False ------- ---------------- 
19-11-24 58811.000000 False ------- ---------------- 
19-11-25 58812.000000 False ------- ---------------- 
19-11-26 58813.000000 False ------- ---------------- 
19-11-27 58814.000000 False ------- ---------------- 
19-11-28 58815.000000 False ------- ---------------- 
19-11-29 58816.000000 False ------- ---------------- 
19-11-30 58817.000000 False ------- ---------------- 
19-12-01 58818.000000 False ------- ---------------- 
19-12-02 58819.000000 False ------- ---------------- 
19-12-03 58820.000000 False ------- ---------------- 
19-12-04 58821.000000 False ------- ---------------- 
19-12-05 58822.000000 False ------- ---------------- 
19-12-06 58823.000000 False ------- ---------------- 
19-12-07 58824.000000 False ------- ---------------- 
19-12-08 58825.000000 False ------- ---------------- 
19-12-09 58826.000000 False ------- ---------------- 
19-12-10 58827.000000 False ------- ---------------- 
19-12-11 58828.000000 False ------- ---------------- 
19-12-12 58829.000000 False ------- ---------------- 
19-12-13 58830.000000 False ------- ---------------- 
19-12-14 58831.000000 False ------- ---------------- 
19-12-15 58832.000000 False ------- ---------------- 
19-12-16 58833.000000 False ------- ---------------- 
19-12-17 58834.000000 False ------- ---------------- 
19-12-18 58835.000000 False ------- ---------------- 
19-12-19 58836.000000 False ------- ---------------- 
19-12-20 58837.000000 False ------- ---------------- 
19-12-21 58838.000000 False ------- ---------------- 
19-12-22 58839.000000 False ------- ---------------- 
19-12-23 58840.000000 False ------- ---------------- 
19-12-24 58841.000000 False ------- ---------------- 
19-12-25 58842.000000 False ------- ---------------- 
19-12-26 58843.000000 False ------- ---------------- 
19-12-27 58844.000000 False ------- ---------------- 
19-12-28 58845.000000 False ------- ---------------- 
19-12-29 58846.000000 False ------- ---------------- 
19-12-30 58847.000000 False ------- ---------------- 
19-12-31 58848.000000 False ------- ---------------- 
20-01-01 58849.000000 False ------- ---------------- 
20-01-02 58850.000000 False ------- ---------------- 
20-01-03 58851.000000 False ------- ---------------- 
20-01-04 58852.000000 False ------- ---------------- 
20-01-05 58853.000000 False ------- ---------------- 
20-01-06 58854.000000 False ------- ---------------- 
20-01-07 58855.000000 False ------- ---------------- 
20-01-08 58856.000000 False ------- ---------------- 
20-01-09 58857.000000 False ------- ---------------- 
20-01-10 58858.000000 False ------- ---------------- 
20-01-11 58859.000000 False ------- ---------------- 
20-01-12 58860.000000 False ------- ---------------- 
20-01-13 58861.000000 False ------- ---------------- 
20-01-14 58862.000000 False ------- ---------------- 
20-01-15 58863.000000 False ------- ---------------- 
20-01-16 58864.000000 False ------- ---------------- 
20-01-17 58865.000000 False ------- ---------------- 
20-01-18 58866.000000 False ------- ---------------- 
20-01-19 58867.000000 False ------- ---------------- 
20-01-20 58868.000000 False ------- ---------------- 
20-01-21 58869.000000 False ------- ---------------- 
20-01-22 58870.000000 False ------- ---------------- 
20-01-23 58871.000000 False ------- ---------------- 
20-01-24 58872.000000 False ------- ---------------- 
20-01-25 58873.000000 False ------- ---------------- 
20-01-26 58874.000000 False ------- ---------------- 
20-01-27 58875.000000 False ------- ---------------- 
20-01-28 58876.000000 False ------- ---------------- 
20-01-29 58877.000000 False ------- ---------------- 
20-01-30 58878.000000 False ------- ---------------- 
20-01-31 58879.000000 False ------- ---------------- 
20-02-01 58880.000000 False ------- ---------------- 
20-02-02 58881.000000 False ------- ---------------- 
20-02-03 58882.000000 False ------- ---------------- 
20-02-04 58883.000000 False ------- ---------------- 
20-02-05 58884.000000 False ------- ---------------- 
20-02-06 58885.000000 False ------- ---------------- 
20-02-07 58886.000000 False ------- ---------------- 
20-02-08 58887.000000 False ------- ---------------- 
20-02-09 58888.000000 False ------- ---------------- 
20-02-10 58889.000000 False ------- ---------------- 
20-02-11 58890.000000 False ------- ---------------- 
20-02-12 58891.000000 False ------- ---------------- 
20-02-13 58892.000000 False ------- ---------------- 
20-02-14 58893.000000 False ------- ---------------- 
20-02-15 58894.000000 True  105.445 101.663--109.226 
20-02-16 58895.000000 True  105.097  97.877--112.316 
20-02-17 58896.000000 True  104.760  97.656--111.865 
20-02-18 58897.000000 True  104.435  97.445--111.425 
20-02-19 58898.000000 True  104.120  97.245--110.996 
20-02-20 58899.000000 True  103.815  97.054--110.576 
20-02-21 58900.000000 True  103.519  96.873--110.165 
20-02-22 58901.000000 True  103.232  96.700--109.763 
20-02-23 58902.000000 True  102.952  96.535--109.370 
20-02-24 58903.000000 True  102.681  96.264--109.098 
20-02-25 58904.000000 True  102.416  96.114--108.719 
20-02-26 58905.000000 True  102.158  95.970--108.346 
20-02-27 58906.000000 True  101.907  95.719--108.095 
20-02-28 58907.000000 True  101.661  95.588--107.735 
20-02-29 58908.000000 True  101.421  95.462--107.380 
20-03-01 58909.000000 True  101.187  95.228--107.145 
20-03-02 58910.000000 True  100.957  95.113--106.801 
20-03-03 58911.000000 True  100.732  94.888--106.576 
20-03-04 58912.000000 True  100.511  94.782--106.241 
20-03-05 58913.000000 True  100.295  94.565--106.024 
20-03-06 58914.000000 True  100.082  94.352--105.812 
20-03-07 58915.000000 True   99.873  94.258--105.488 
20-03-08 58916.000000 True   99.668  94.053--105.283 
20-03-09 58917.000000 True   99.465  93.850--105.080 
20-03-10 58918.000000 True   99.266  93.766--104.767 
20-03-11 58919.000000 True   99.070  93.570--104.570 
20-03-12 58920.000000 True   98.876  93.376--104.377 
20-03-13 58921.000000 True   98.685  93.300--104.071 
20-03-14 58922.000000 True   98.497  93.111--103.882 
20-03-15 58923.000000 True   98.310  92.924--103.696 
20-03-16 58924.000000 True   98.126  92.740--103.512 
20-03-17 58925.000000 True   97.943  92.672--103.214 
20-03-18 58926.000000 True   97.762  92.491--103.034 
20-03-19 58927.000000 True   97.583  92.312--102.854 
20-03-20 58928.000000 True   97.405  92.134--102.677 
20-03-21 58929.000000 True   97.229  91.958--102.500 
20-03-22 58930.000000 True   97.054  91.898--102.211 
20-03-23 58931.000000 True   96.880  91.724--102.037 
20-03-24 58932.000000 True   96.707  91.551--101.864 
20-03-25 58933.000000 True   96.535  91.379--101.692 
20-03-26 58934.000000 True   96.364  91.207--101.521 
20-03-27 58935.000000 True   96.194  91.037--101.350 
20-03-28 58936.000000 True   96.024  90.867--101.180 
20-03-29 58937.000000 True   95.854  90.698--101.011 
20-03-30 58938.000000 True   95.685  90.528--100.842 
20-03-31 58939.000000 True   95.516  90.360--100.673 
20-04-01 58940.000000 True   95.348  90.191--100.504 
20-04-02 58941.000000 True   95.179  90.022--100.336 
20-04-03 58942.000000 True   95.010  89.854--100.167 
20-04-04 58943.000000 True   94.842  89.685-- 99.998 
20-04-05 58944.000000 True   94.673  89.516-- 99.829 
20-04-06 58945.000000 False ------- ---------------- 
20-04-07 58946.000000 False ------- ---------------- 
20-04-08 58947.000000 False ------- ---------------- 
20-04-09 58948.000000 False ------- ---------------- 
20-04-10 58949.000000 False ------- ---------------- 
20-04-11 58950.000000 False ------- ---------------- 
20-04-12 58951.000000 False ------- ---------------- 
20-04-13 58952.000000 False ------- ---------------- 
20-04-14 58953.000000 False ------- ---------------- 
20-04-15 58954.000000 False ------- ---------------- 
20-04-16 58955.000000 False ------- ---------------- 
20-04-17 58956.000000 False ------- ---------------- 
20-04-18 58957.000000 False ------- ---------------- 
20-04-19 58958.000000 False ------- ---------------- 
20-04-20 58959.000000 False ------- ---------------- 
20-04-21 58960.000000 False ------- ---------------- 
20-04-22 58961.000000 False ------- ---------------- 
20-04-23 58962.000000 False ------- ---------------- 
20-04-24 58963.000000 False ------- ---------------- 
20-04-25 58964.000000 False ------- ---------------- 
20-04-26 58965.000000 False ------- ---------------- 
20-04-27 58966.000000 False ------- ---------------- 
20-04-28 58967.000000 False ------- ---------------- 
20-04-29 58968.000000 False ------- ---------------- 
20-04-30 58969.000000 False ------- ---------------- 
20-05-01 58970.000000 False ------- ---------------- 
20-05-02 58971.000000 False ------- ---------------- 
20-05-03 58972.000000 False ------- ---------------- 
20-05-04 58973.000000 False ------- ---------------- 
20-05-05 58974.000000 False ------- ---------------- 
20-05-06 58975.000000 False ------- ---------------- 
20-05-07 58976.000000 False ------- ---------------- 
20-05-08 58977.000000 False ------- ---------------- 
20-05-09 58978.000000 False ------- ---------------- 
20-05-10 58979.000000 False ------- ---------------- 
20-05-11 58980.000000 False ------- ---------------- 
20-05-12 58981.000000 False ------- ---------------- 
20-05-13 58982.000000 False ------- ---------------- 
20-05-14 58983.000000 False ------- ---------------- 
20-05-15 58984.000000 False ------- ---------------- 
20-05-16 58985.000000 False ------- ---------------- 
20-05-17 58986.000000 False ------- ---------------- 
20-05-18 58987.000000 False ------- ---------------- 
20-05-19 58988.000000 False ------- ---------------- 
20-05-20 58989.000000 False ------- ---------------- 
20-05-21 58990.000000 False ------- ---------------- 
20-05-22 58991.000000 False ------- ---------------- 
20-05-23 58992.000000 False ------- ---------------- 
20-05-24 58993.000000 False ------- ---------------- 
20-05-25 58994.000000 False ------- ---------------- 
20-05-26 58995.000000 False ------- ---------------- 
20-05-27 58996.000000 False ------- ---------------- 
20-05-28 58997.000000 False ------- ---------------- 
20-05-29 58998.000000 False ------- ---------------- 
20-05-30 58999.000000 False ------- ---------------- 
20-05-31 59000.000000 False ------- ---------------- 

Accessible PA ranges: [89.5, 112.3],[257.7, 281.3]
Non-accessible PA ranges: [0.0, 89.5],[112.3, 257.7],[281.3, 360.0]
